KsiazkaId,Tytul,Autor,Opis,Kategoria,Opis_en
2035,Ostatni szczegół. Myron Bolitar,Harlan Coben,NA,Kryminał,nan
265,Bez śladu. Myron Bolitar,Harlan Coben,NA,Kryminał,nan
301,Błękitna krew. Myron Bolitar,Harlan Coben,NA,Kryminał,nan
1102,Jeden fałszywy ruch. Myron Bolitar,Harlan Coben,NA,Kryminał,nan
455,Crime Short Stories / Opowiadania kryminalne. Literatura w oryginale,Edgar Allan Poe,"LITERATURA W ORYGINALE to nowa seria wydawnicza prezentująca najważniejsze dzieła literatury światowej w wersji dwujęzycznej angielsko-polskiej. To znakomite narzędzie do nauki języka, ale także unikatowa możliwość poznawania wielkiej literatury przez porównywanie tekstu oryginalnego z polskim tłumaczeniem.",Kryminał,"LITERATURE In THE ORIGINAL is a new publishing series presenting the most important works of world literature in the bilingual English-Polish version. It is an excellent tool for learning the language, but also a unique opportunity to learn about great literature by comparing the original text with the Polish translation."
3282,Willa,Ruth Kelly,"Reality show na śmierć i życie

To ma być najlepsze reality show. Dziesięcioro uczestników. Luksusowa willa na prywatnej wyspie. Każda chwila transmitowana na żywo do globalnej publiczności, która ma całkowitą kontrolę nad rywalizującymi o nagrodę pieniężną.

Reporterka Laura ma zdobyć informacje na temat innych uczestników. Kiedy jednak rozpoczynają się rozgrywki, szybko okazuje się, że jest zdana na łaskę bezwzględnego producenta, który zrobi wszystko, by zwiększyć oglądalność programu.

Każdy uczestnik, w tym Laura, kryje w sobie coś więcej, niż mogłoby się wydawać na pierwszy rzut oka. Wszyscy mają sekrety, które chcieliby ukryć, a presja w raju szybko osiąga punkt wrzenia. Jak daleko posuną się uczestnicy, aby zdobyć głosy widzów?",Kryminał,": A Reality Show for Life and Death
This is supposed to be the ultimate reality show. Ten contestants. A luxury villa on a private island. Every moment broadcast live to a global audience that has complete control over who competes for the cash prize.
Reporter Laura is assigned to gather information about the other contestants. However, when the games begin, she quickly finds herself at the mercy of a ruthless producer who will do anything to increase the show's viewership.
Each contestant, including Laura, has more to them than meets the eye. They all have secrets they'd like to keep hidden, and the pressure in paradise quickly reaches a boiling point. How far will the contestants go to win the viewers' votes?"
3085,Uciekinier,Stephen King,"Uciekinier Kena Folletta to zręczny koktajl gatunków powieściowych. Zawiera wszystko, za co lubimy tego pisarza: wartką akcję, przygodę, miłość, szlachetnych bohaterów i czarne charaktery. Szkocja, druga połowa XVIII wieku. Młody i odważny górnik Mack McAsh jest owładnięty pragnieniem, by stać się człowiekiem wolnym. Rzucając wyzwanie sir George'owi Jamissonowi - bogatemu właścicielowi ziemskiemu, u którego wykonuje niewolniczą pracę w kopalni węgla - zyskuje sobie potężnych wrogów. Jego życie staje się pasmem ucieczek. Po deportowaniu do kolonii w Ameryce trafia na plantację w Wirginii należącą do pięknej Lizzie Hallim i jej świeżo poślubionego męża, a zarazem swego najzacieklejszego przeciwnika. Przeznaczenie zbliży do siebie Macka i Lizzie i doprowadzi do śmiertelnej konfrontacji dwojga zaprzysięgłych wrogów...",Kryminał,"
Ken's Runaway Follett is a clever cocktail of genres. It contains everything we love about this writer: fast-paced action, adventure, love, noble heroes and villains. Scotland, second half of the 18th century. Young and brave miner Mack McAsh is consumed with the desire to be a free man. By challenging Sir George Jamisson , a wealthy landowner for whom he slaves in a coal mine, he gains powerful enemies. His life becomes a series of escapes. After being deported to the American colonies, he ends up on a Virginia plantation owned by the beautiful Lizzie Hallim and her newlywed husband, who is also her fiercest adversary. Fate will bring Mack and Lizzie closer together and lead to a deadly confrontation between two sworn enemies..."
3362,Wszędzie Cię widzę. Cykl z Frankie Elkin. Tom 3,Lisa Gardner,"Najnowszy thriller kryminalny amerykańskiej mistrzyni gatunku.

Frankie Elkin specjalizuje się w poszukiwaniach zaginionych osób, o których świata już zapomniał, ale nigdy nie spodziewała się, że przyjdzie jej szukać siostry seryjnej zabójczyni, która za trzy tygodnie ma zostać stracona.

Żaden mężczyzna nie boi się kobiety. Nawet takiej, która jest nieodrodną córką swojego ojca.

Ta sprawa była sensacją. Kaylee Pierson od razu przyznała się do winy i zrezygnowała z prawa do apelacji. Mówiła o sobie, że jest „śmiercią”, ale ludzie nazywali ją diablicą. Pomimo, że media rozpisywały się o tragicznych okolicznościach łagodzących – wychowywał ją skłonny do przemocy ojciec – niewielu znalazło w sobie choć cień współczucia dla „Pięknej Rzeźniczki”, która poderżnęła gardła osiemnastu poznanym w barach mężczyznom. 

Pierson zostało już tylko dwadzieścia jeden dni życia, ale właśnie teraz otrzymała wskazówkę dotyczącą miejsca pobytu uprowadzonej ponad dekadę temu siostry, a dla Frankie wiadomość otrzymana od „Pięknej Rzeźniczki” stanowi niemożliwą do odparcia pokusę:
Kiedy ostatnio twoje poszukiwania zakończyły się odnalezieniem żywej osoby?

Dwanaście lat wcześniej pięcioletnia Leilani zaginęła na Hawajach. Głównym podejrzanym był wtedy były chłopak Kaylee, potentat technologiczny, Sanders MacManus. Na odległej wyspie na środku Pacyfiku – w miejscu najnowszego projektu MacManusa – właśnie pojawiły się nowe dowody. Aby poznać prawdę i być może uratować życie młodej kobiety, Frankie musi udać się pod przykrywką do odciętej od świata bazy. Wśród tuzina nieznajomych i niezliczonych niebezpiecznych sekretów, Frankie nie będzie wiedziała, komu może zaufać i nie będzie miała możliwości, żeby wezwać pomoc. Ale naprawdę groźnie zrobi się dopiero, kiedy nadejdzie burza…

Czytając tę powieść Lisy Gardner wreszcie zrozumiałam co oznacza „niemożliwa do odłożenia”. „Wszędzie cię widzę” to wstrząsająca lektura.
Tess Gerritsen
Frankie Elkin jest niezwykle uzdolnioną i złożoną postacią – i bohaterką mojej ulubionej serii kryminalnej. Tę powieść można bez obaw czytać nie znając jej wcześniejszych losów. Lisa Gardner jest prawdziwą mistrzynią, a „Wszędzie cię widzę”  po prostu nie można przegapić.
Karin Slaughter, autorka międzynarodowych bestsellerów
Uwielbiam fantastyczną serię Lisy Gardner z Frankie Elkin w roli głównej. Ta bohaterka brawurowo  poświęca się sprawom zaginięć, wkładają w to całe serce i korzystjąca z nieskończonych pokładów odwagi – a przy tym nigdy nie traci humoru. Ten thriller ma wystarczająco dużo zwrotów akcji, aby przyprawić czytelnika o zawrót głowy. Jeśli jeszcze nie znasz tej serii, to bardzo dobry moment, żeby po nią sięgnąć.
Lisa Scottoline, autorka międzynarodowych bestsellerów
Gardner wymyśliła jedną z najbardziej oryginalnych postaci we współczesnym kryminale, kobietę, której czytelnicy kibicują, nawet jeśli nie są do końca pewni, co o niej myśleć.
„Washington Post”, o „Zanim zniknęła”
Gardner jest mistrzynią w tworzeniu twardych, inteligentnych kobiet po przejściach, a Frankie nie jest tu wyjątkiem. Fani D.D. Warren i Flory Dane docenią jej nową bohaterkę za jej upór i empatię.
„Kirkus Reviews” o „Zanim zniknęła”
Najnowsza seria Gardner nadal się wyróżnia; instynktowna, napędzana tragedią Frankie jest jednym z najbardziej intrygujących nowych detektywów kryminałów.
Booklist, o „Kanionie śmierci”
Ponadprzeciętnie błyskotliwa. Mieszanka pięknej prozy i inteligentnych, żywych i ciętych dialogów. Idealna dla fanów wciągających zagadek kryminalnych nie do odrzucenia, szorstkich tajemnic typu ""kot i mysz"", przegranych  bohaterów, obdarzonych ironicznym poczuciem humoru, bezwzględnych zabójców i zakończeń, o których zwykliśmy mawiać „O mój boże nie spodziewałam się tego!”.
„Library Journal” o „Kanionie śmierci”",Kryminał,QUERY LENGTH LIMIT EXCEEDED. MAX ALLOWED QUERY : 500 CHARS QUERY LENGTH LIMIT EXCEEDED. MAX ALLOWED QUERY : 500 CHARS QUERY LENGTH LIMIT EXCEEDED. MAX ALLOWED QUERY : 500 CHARS QUERY LENGTH LIMIT EXCEEDED. MAX ALLOWED QUERY : 500 CHARS
2881,Śmiertelna ekstaza,Nora Roberts,"Porywający thriller z bestsellerowego cyklu ""Oblicza śmierci"".

Aby powstrzymać sadystycznego zabójcę,  porucznik Eve Dallas zagłębia się w świat wirtualnej rzeczywistości…

Nowojorska policjantka – z pomocą swojego świeżo poślubionego superprzystojnego i niezwykle bogatego męża Roarke'a – rozwiązuje zagadkę trzech pozornie niezwiązanych ze sobą samobójstw: genialnego inżyniera i entuzjasty gier komputerowych, wziętego prawnika oraz kontrowersyjnego polityka. Mężczyzn nic nie łączyło, nie mieli też żadnych oczywistych powodów, aby się zabić. Eve Dallas uważa jednak, że sprawie należy się przyjrzeć, a wszystko komplikuje się jeszcze bardziej, kiedy autopsje ujawniają niewielkie oparzenia mózgów ofiar.

Czy były to anomalie genetyczne, a może zaawansowana technologicznie metoda morderstwa? Śledztwo Eve Dallas skupia się na świecie wirtualnej rzeczywistości, w którym techniki wykorzystywane do osiągania radości i pożądania mogą również skłonić niewinny umysł do autodestrukcji.

Zmysłowy, charakterny i znakomicie dopracowana powieść, która będzie was trzymała w napięciu. 
„Publishers Weekly”
Robb jest wirtuozką w tym, co robi. 
„Seattle Post-Intelligencer”",Kryminał,"QUERY LENGTH LIMIT EXCEEDED. MAX ALLOWED QUERY : 500 CHARS A sensual, characterful and exquisitely polished novel that will keep you in suspense. 
'Publishers Weekly'
Robb is a virtuoso at what she does. 
'Seattle Post-Intelligencer'"
1354,Księga objawienia,C.J. Sansom,"Czwarty tom bestsellerowego cyklu, którego autor fenomenalnie splótł wątki historyczne, kryminalne i prawne z wartką akcją i przygodową fabułą. Bohaterem serii jest Matthew Shardlake – prawnik o błyskotliwym umyśle Sherlocka Holmesa i sprycie Wilhelma z Baskerville z „Imienia róży” Umberta Eco – który rozwiązuje zagadki kryminalne i stara się nie dać wciągnąć w polityczne intrygi.
Serial „Shardlake” trafi na platformę streamingową Disney+ już 1 maja!

Wiosna 1543 roku. Po straceniu swojej piątej żony, Katarzyny Howard, Henryk VIII zabiega o względy lady Katarzyny Parr, wdowy po lordzie Latimerze. Pragnie ją poślubić, jednak Katarzyna nie jest zachwycona tą propozycją. Arcybiskup Cranmer i zagrożone stronnictwo protestanckie na dworze uważnie obserwują rozwój wypadków, gdyż Parr znana jest z przychylności dla reformatorów. 
W tym czasie Matthew Shardlake zajmuje się sprawą osadzonego w szpitalu dla obłąkanych w Bedlam nastoletniego fanatyka religijnego, Adama Kite’a. Gdyby chłopak został wypuszczony na wolność, groziłoby mu – w razie popełnienia czynu uznanego za herezję – spalenie na stosie. Kiedy bliski przyjaciel Shardlake’a, prawnik Roger Elliard, zostaje zamordowany w makabrycznych okolicznościach, ten obiecuje wdowie, którą niegdyś darzył uczuciem, że postawi sprawcę przed obliczem sprawiedliwości. Okazuje się, że Roger nie jest pierwszą ofiarą zabójcy – miesiąc wcześniej w ten sam sposób zginął osobisty medyk lorda Latimera. W toku śledztwa wychodzą na jaw związki łączące te zbrodnie z Adamem Kite’em, arcybiskupem Cranmerem i wybranką króla, Katarzyną Parr. 
Podczas gdy biskup Londynu Bonner przygotowuje się do przeprowadzenia czystek wśród protestantów, a królewski koroner próbuje opóźnić śledztwo, Shardlake, jego asystent Jack Barak oraz przyjaciel Guy Malton podążają tropem serii okrutnych mordów wzorowanych na Apokalipsie św. Jana – Księdze Objawienia – które wzbudziły gorączkowe dyskusje o czarach i opętaniu.
Emocjonująca podróż w czasie do mrocznej i pełnej spisków epoki Tudorów.
Niezwykłe połączenie intrygi kryminalnej z barwnym, pełnym detali opisem szesnastowiecznej Anglii. 
Najpopularniejszy w Europie – ponad 4 miliony sprzedanych egzemplarzy! – cykl kryminałów historycznych, który przyniósł C.J. Sansomowi prestiżową nagrodę Diamond Dagger przyznawaną przez brytyjskie Stowarzyszenie Autorów Powieści Kryminalnych. 

Z każdym rozdziałem atmosfera staje się coraz gorętsza. Niespodziewane zwroty akcji prowadzą do doskonałego finału. Świetna książka, zarówno dla wiernych fanów, jak i dla tych, którzy pierwszy raz zdecydują się śledzić losy Shardlake’a.
„The Guardian”
Skrupulatna dbałość Sansoma o szczegóły historyczne i żywe postacie bohaterów powieści sprawiają, że ta zagadka kryminalna z czasów Tudorów trzyma w napięciu nie gorzej niż najlepszy współczesny thriller.
„The Times”
Seryjny morderca wykorzystuje Księgę Objawienia do swoich paskudnych zbrodni. Znakomity kryminał z błyskotliwym prawnikiem detektywem, Matthew Shardlakiem.
„Sunday Times Culture” – 100 najlepszych lektur na wakacje
Prawdziwy i fascynujący portret XVI-wiecznego Londynu pośród zawirowań reformacji.
Helen Zaltzman, „Observer”",Kryminał,"QUERY LENGTH LIMIT EXCEEDED. MAX ALLOWED QUERY : 500 CHARS QUERY LENGTH LIMIT EXCEEDED. MAX ALLOWED QUERY : 500 CHARS QUERY LENGTH LIMIT EXCEEDED. MAX ALLOWED QUERY : 500 CHARS Matthew Shardlak.
""Sunday Times Culture"" – 100 best reads for the holidays
A true and fascinating portrait of 16th-century London amid the turmoil of the Reformation.
Helen Zaltzman, ""Observer"""
264,Bez skrupułów. Myron Bolitar,Harlan Coben,NA,Kryminał,nan
1324,Krótka piłka. Myron Bolitar,Harlan Coben,NA,Kryminał,nan
3178,W objęciach mroku,Jodi  Drake,"Emily McPhee wpadła w szpony potwora... 
 
Pomimo opieki, jaką otoczył dziewczynę jej chłopak, Seth Connors, a także jego koledzy z policji, psychopatyczny Jimmy Lasko więzi Emily w swojej piwnicy. Dziewczyna jest przerażona jego dziwacznym zachowaniem. Na domiar złego mężczyzna wysyła Sethowi link, na którym uwiecznił warunki, w jakich przetrzymuje Emily. Pomimo wsparcia policji i FBI mężczyzna jest bezradny, mimo to jednak podejmuje kolejne starania, by ją odnaleźć. 
 
Wolność słono kosztuje, a bezpieczeństwo to tylko złudzenie...
 
Choć Emily w końcu ucieka z piwnicy, jej życie w dalszym ciągu jest zagrożone. Podczas uwięzienia nabrała podejrzenia, że Lasko nie pracuje sam. Dziewczyna wie, że psychopata dołoży wszelkich starań, żeby ją odzyskać, i że tym razem nie cofnie się przed niczym. A jeśli faktycznie ktoś mu pomaga, to nie może być pewna, komu wolno zaufać. 
 
Nie da się wieść normalnego życia, kiedy więzy rodzinne boleśnie nas krępują.  
 
Seth uświadamia sobie, że ich znajomość może narazić Emily na większe niebezpieczeństwo, dlatego - ku jej rozpaczy - usuwa się z jej życia. Na domiar złego jej matka powraca z kolejnej podróży po świecie i próbuje zjednać sobie wszystkich... za wyjątkiem córki. 
 
Niekiedy wszystkie elementy układanki stają się wyraźne dopiero wtedy, gdy przyjrzysz się im z bardzo bliska…",Kryminał,"QUERY LENGTH LIMIT EXCEEDED. MAX ALLOWED QUERY : 500 CHARS their acquaintance may put Emily in greater danger, which is why - to her despair - she removes herself from her life. To make matters worse, her mother returns from another trip around the world and tries to win everyone over... except her daughter. 
 
Sometimes all the pieces of the puzzle become clear only when you look at them very closely..."
1370,Ktoś inny,Guillaume Musso,"Najnowsza powieść gwiazdy literatury - ulubieńca mediów, krytyków i czytelników, jednego z najpopularniejszych francuskich pisarzy.
Śmiały, emocjonujący i całkowicie nieprzewidywalny thriller psychologiczny. 
Zagadkowa opowieść, w której prawdę poznajemy dopiero w ostatnich linijkach tekstu.
Jedna z najbardziej udanych powieści Guillaume'a Musso.

„Są trzy prawdy: moja prawda, twoja prawda i… prawda.”
Francja, Lazurowe Wybrzeże. Wiosna 2023 roku.
U wybrzeży Cannes, między Wyspami Leryńskimi, dryfuje jacht. Na jego pokładzie znaleziona zostaje ciężko ranna Oriana Di Pietro, włoska wydawczyni, dziedziczka bogatej i wpływowej mediolańskiej rodziny. Brutalnie zaatakowana kobieta daje nikłe oznaki życia i przewieziona do szpitala umiera po dziesięciu dniach, nie wybudziwszy się ze śpiączki. 
Kto zabił Orianę?
Jeden mężczyzna i trzy kobiety opowiadają swoją wersję historii: Adrien, mąż ofiary, uwodzicielski i tajemniczy pianista jazzowy; nieuchwytna Adele, jego młoda kochanka; Justine, lokalna policjantka odpowiedzialna za śledztwo; i Oriana – poprzez poruszającą relację z ostatnich tygodni jej życia.
Nikt nie kłamie.
Ale ich wersje prawdy znacząco się od siebie różnią.
Fascynująca zagadka, której rozwiązania nie sposób przewidzieć.
Śmiały, emocjonujący i całkowicie nieprzewidywalny thriller psychologiczny.

Król europejskiej literatury noir.
„La Repubblica”
Francuski mistrz suspensu.
„The New York Times”
Fenomenalna!
„El Mundo”
Musso zwodzi nas i zaskakuje – jak zwykle przewyższając nasze oczekiwania.
Élise Lépine, „Le Point”
Fabuła, która trzyma w napięciu aż do samego końca. Nie sposób odgadnąć prawdy aż do ostatniej strony – aż do ostatniej LINIJKI!
Amandine Bégot, RTL
Diaboliczna powieść!
Sandrine Bajos, „Le Parisien”
Porywająca wielowątkowa fabuła, historia, w której prawda ukrywa się wielu nakładających się na siebie warstwach tej pasjonującej opowieści.
Jérôme Vermelin, TF1 Info
Suspens w najlepszym wydaniu. Najpoczytniejszy pisarz we Francji potrafi porwać czytelników!
Charlotte Vaccaro „Version Femina”",Kryminał,"QUERY LENGTH LIMIT EXCEEDED. MAX ALLOWED QUERY : 500 CHARS QUERY LENGTH LIMIT EXCEEDED. MAX ALLOWED QUERY : 500 CHARS a writer in France can kidnap readers!
Charlotte Vaccaro ""Version Femina"""
2466,Rebelia,C.J. Sansom,"Trzeci tom bestsellerowego cyklu z Matthew Shardlakiem.
Emocjonująca podróż w czasie do mrocznej i pełnej spisków epoki Tudorów.
Bohaterem serii jest Matthew Shardlake – prawnik o błyskotliwym umyśle Sherlocka Holmesa i sprycie Wilhelma z Baskerville z „Imienia róży” Umberta Eco – który rozwiązuje zagadki kryminalne i stara się nie dać wciągnąć w polityczne intrygi.
Serial „Shardlake” trafi na platformę streamingową Disney+ już 1 maja!

Anglia, rok 1541. Po wykryciu kolejnego spisku Henryk VIII wyrusza na północ kraju, by ugruntować tam swoją władzę. Władcy towarzyszy Matthew Shardlake, któremu arcybiskup Cranmer zlecił ważną misję. Jeden z ocalałych przywódców rebelii, sir Edward Broderick, zna najgłębsze sekrety spiskowców. Jego wiedza jest bezcenna i Shardlake musi dopilnować, by mężczyzna trafił do Tower w jednym kawałku… 
Jednak sprawy szybko zaczynają się komplikować. Po przybyciu do Yorku Shardlake zostaje zamieszany w tajemnicze morderstwo – komuś najwyraźniej bardzo zależy na tym, by pozbyć się niewygodnego wysłannika. Niedługo później sir Broderick podejmuje nieudaną próbę samobójczą… 
Shardlake i Barak muszą się spieszyć, jeśli chcą dowieźć byłego przywódcę rebelii do Tower – życiu ich wszystkich grozi śmiertelne niebezpieczeństwo. Jaką tajemnicę skrywa więzień i komu najbardziej zależy, by nigdy nie ujrzała światła dziennego?
Niezwykłe połączenie intrygi kryminalnej z barwnym, pełnym detali opisem szesnastowiecznej Anglii. 
Najpopularniejszy w Europie – ponad 4 miliony sprzedanych egzemplarzy! – cykl kryminałów historycznych, który przyniósł C.J. Sansomowi prestiżową nagrodę Diamond Dagger przyznawaną przez brytyjskie Stowarzyszenie Autorów Powieści Kryminalnych.

Pierwszorzędny kryminał, a zarazem jedna z najlepszych powieści historycznych ostatnich lat. Matthew Shardlake zasługuje na miejsce w panteonie wielkich detektywów światowej literatury.
„Mail on Sunday”
Sansom pisze porywająco! I podobnie jak Hilary Mantel tworzy powieści historyczne o gęstej strukturze, tak fascynujące, że pochłaniają czytelników bez reszty, przenosząc ich w inną rzeczywistość i inny czas.
Andrew Taylor, „Spectator”
Krwisty portret nieludzkiego panowania Henryka VIII. Sansom plastycznie pokazuje tygiel strachu, zdrady i nieufności, jakim była Anglia Tudorów. Proza historyczna o królewskich walorach.
„Sunday Times”
Wybitna powieść! Bunt, spiski, tortury, fanatyzm, zagadka morderstwa i prawdziwy historyczny skandal – wszystko to ożywa w tej głęboko satysfakcjonującej powieści.
Deirdre Donahue, „USA Today”",Kryminał,QUERY LENGTH LIMIT EXCEEDED. MAX ALLOWED QUERY : 500 CHARS QUERY LENGTH LIMIT EXCEEDED. MAX ALLOWED QUERY : 500 CHARS QUERY LENGTH LIMIT EXCEEDED. MAX ALLOWED QUERY : 500 CHARS
848,Firma,John Grisham,"Wymarzona praca w kancelarii prawnej, która zamienia się w koszmar
Mitchell McDeere, wyróżniający się student prawa, może przebierać w ofertach. O dziwo, najatrakcyjniejszą otrzymuje nie z wielkiej nowojorskiej korporacji,
lecz z niedużej firmy w Memphis. Zachęcony wysokimi zarobkami i innymi korzyściami, decyduje się wraz z żoną przeprowadzić się do Tennessee.
Wkrótce FBI informuje go, że jego firma zajmuje się praniem brudnych pieniędzy, i daje wybór: albo Mitchell pójdzie na współprace z Biurem, albo wyląduje w wiezieniu.",Kryminał,"
A dream job at a law firm that turns into a nightmare
Mitchell McDeere , a distinguished law student, has his pick of offers. Surprisingly, the most attractive one is not from a large New York corporation, but from a small firm in Memphis. Encouraged by the high salary and other benefits, he decides to move to Tennessee with his wife.
Soon the FBI informs him that his company is involved in money laundering and gives him a choice: either Mitchell cooperates with the Bureau or ends up in prison ."
3395,Wymiana,John Grisham,"POWIEŚĆ SENSACYJNA I THRILLER PRAWNICZY.
KSIĄŻKA, KTÓRA USATYSFACKCJONUJE NAWET NAJWYTRAWNIEJSZYCH FANÓW OBU GATUNKÓW.
KONTYNUACJA „FIRMY”, OD KTÓREJ ROZPOCZĘŁA SIĘ ZAWROTNA KARIERA JOHNA GRISHAMA, A NAKRĘCONY NA JEJ PODSTAWIE FILM Z TOMEM CRUISE’EM STAŁ SIĘ HITEM KINOWYM.

Jak wyglądały dalsze losy młodego prawnika, Mitcha McDeere’a, po tym, jak ujawnił przekręty kancelarii z Memphis, zwinął mafii pieniądze i uciekł z kraju?

Piętnaście lat później Mitch mieszka z żoną na Manhattanie i jest wspólnikiem w Scully & Pershing, jednej z największych firm prawniczych na świecie.

Kiedy przyjaciel i starszy wspólnik z rzymskiej filii prosi go o pomoc w sprawie prowadzonej w imieniu tureckiej firmy budowlanej, która otrzymała od libijskiego rządu wielomilionowy kontrakt na budowę mostu nad wyschniętą rzeką na środku pustyni, Mitch nie waha się ani chwili. Razem z córką przyjaciela, Giovanną, która również jest prawniczką, udaje się do Libii, by zbadać sprawę osobiście.

Wkrótce po przybyciu na miejsce młoda kobieta zostaje porwana przez ludzi tak doskonale poinformowanych, że muszą czerpać wiedzę z samej góry. A zawrotnie wysoka suma, jakiej żądają za zakładniczkę, wskazuje na to, że nie są to drobni przestępcy, a poważni gracze. 

Mitch, czując się winny, że nie dopilnował córki przyjaciela, rozpoczyna krucjatę – od Nowego Jorku, przez Londyn i Rzym, po Marrakesz – mającą na celu zdobycie gotówki na okup.

Ma dziesięć dni na uratowanie życia Giovanny, podczas gdy przeciwnikom wystarczy sekunda na to, by ją zabić. 

I być może nie chodzi dziewczynę, tylko o niego.

To Grisham, na jakiego czytelnicy od dawna czekali.
„Financial Times”
Porywający thriller.
„Irish Independent”
Jedna z najbardziej wyczekiwanych kontynuacji powieści.
„Daily Express”",Kryminał,QUERY LENGTH LIMIT EXCEEDED. MAX ALLOWED QUERY : 500 CHARS QUERY LENGTH LIMIT EXCEEDED. MAX ALLOWED QUERY : 500 CHARS
1751,Na złej drodze,Paola Barbato,"„Wpakowałeś się w coś złego i zbyt dużego dla ciebie, bracie, ale cię przez to przeprowadzimy”. Gdyby tylko było to takie proste… Teraz droga to wszystko, co ma.

Nie powinien był otwierać tego pudełka. Wiedział o tym, to była jedna z niepisanych zasad umowy. A jednak to zrobił. Podpisując na siebie wyrok.
Giosciua nigdy nie wymagał zbyt wiele od życia, a życie odwzajemniało mu się w ten sam sposób. Teraz jednak, po trzydziestce, znalazł coś, w czym jest naprawdę dobry. Został kurierem. Nie wie jednak, co dostarcza. Nie ma ambicji, nic go nie obchodzi, o nic nigdy nie pyta, nigdy się też nie spóźnia. Może to właśnie dlatego został wybrany. 

Pewnej nocy, gdy zobaczył, co przewozi, zdaje sobie sprawę, że jest w pułapce i musi zrobić coś, na co nigdy wcześniej się nie odważył. 

Musi odmówić posłuszeństwa.

I nagle wszystko się zmienia – nieodwracalnie. Najpierw robi mu się słabo na samą myśl o kontroli policyjnej. Następnie ogarnia go paniczny strach: a jeśli nadawca o wszystkim się dowie? Obejrzał zbyt wiele filmów i los niewygodnych świadków nie jest mu obcy. A kiedy dociera do niego, że ten, kto go wynajął, jest gdzieś tu, w pobliżu, i obserwuje każdy jego ruch, Giosciua uświadamia sobie, że pozostaje mu wyłącznie ucieczka. I że jest tylko jedno miejsce, gdzie nic złego nie może mu się stać: autostrada, po której jedzie i z której nie może już zjechać.

***
Niniejsza książka została przetłumaczona przy wsparciu Centrum Książek i Czytelnictwa Włoskiego Ministerstwa Kultury (CEPELL)",Kryminał,QUERY LENGTH LIMIT EXCEEDED. MAX ALLOWED QUERY : 500 CHARS QUERY LENGTH LIMIT EXCEEDED. MAX ALLOWED QUERY : 500 CHARS
1388,Kwiat Nieśmiertelności,Nora Roberts,"W czasach gdy postęp techniczny może ofiarować ci urodę i młodość, namiętność i chciwość mogą ci je odebrać...

Była jedną z najbardziej rozchwytywanych kobiet na świecie. Topowa modelka, która nie cofnie się przed niczym, by zdobyć to, czego pragnie - nawet gdy w grę wchodził zajęty mężczyzna. Teraz jednak padła ofiarą brutalnego morderstwa. 

Porucznik policji Eve Dallas postanawia zaryzykować karierę, żeby pomóc przyjaciółce, kiedy ta zostaje uznana za podejrzaną w sprawie. To ona była tą drugą kobietą w fatalnym trójkącie miłosnym. 

Wkrótce Eve odkrywa, że pod fasadą przepychu świat mody okazuje się podłym miejscem, które żeruje na obsesji młodości i sławy. A z nowojorskich wybiegów do podziemnego świata, w którym za odpowiednią cenę można dostać wszystko, wiedzie krótka droga...",Kryminał,"
In a time when technological progress can give you beauty and youth, passion and greed can take them away from you...
She was one of the most sought-after women in the world. A top model who would stop at nothing to get what she wanted - even if it involved a taken man. But now she was the victim of a brutal murder.
Police Lieutenant Eve Dallas risks her career to help her friend when she becomes a suspect in a case where she was the other woman in a fatal love triangle.
Soon Eve discovers that beneath the façade of glamour, the world of fashion is a vile place that preys on the obsession with youth and fame. And from the New York catwalks to the underworld where anything can be had for the right price is a short path..."
3532,Zatoka surferów,Allie Reynolds,NA,Kryminał,nan
3458,Zabójca z sąsiedztwa,Alex Marwood,"Za każdymi drzwiami kryje się sekret, za jednymi - mroczniejszy niż pozostałe.
Sześcioro mieszkańców kamienicy przy Beulah Grove 23 połączył wspólny sekret. Collette ukrywa się przed swoim byłym szefem, Cher jest nastoletnią uciekinierką, a Thomas to samotnik rozpaczliwie pragnący zaprzyjaźnić się z sąsiadami. Londyńską kamienicę dzielą z nimi: Irańczyk ubiegający się o azyl i spokojny, cichy człowiek, niezauważany przez nikogo. Każdy z nich szuka dobrej kryjówki. Wszystkich pięcioro mieszkańców obserwuje Vesta, kobieta, przed którą nic się nie ukryje. Pewnej gorącej letniej nocy w ich domu rozegrały się tragiczne wydarzenia, które zmusiły ich do zawarcia niełatwego sojuszu. Ale jeden z sojuszników jest mordercą, umiejętnie ukrywającym swoją mroczną przeszłość, a jednocześnie zbliżającym się do swojej kolejnej ofiary…",Kryminał,"
Behind every door there is a secret, one darker than the other.
Six residents of a tenement house on Beulah Grove 23 is united by a shared secret. Collette is hiding from her former boss, Cher is a teenage runaway, and Thomas is a loner desperate to make friends with his neighbors. They share a London tenement house with: an Iranian asylum seeker and a calm, quiet man, unnoticed by anyone. Each of them is looking for a good hiding place. All five residents are watched by Vesta , a woman from whom nothing can be hidden. One hot summer night, tragic events unfolded in their house, forcing them to form an uneasy alliance. But one of the allies is a murderer, skillfully hiding his dark past, while at the same time getting closer to his next victim..."
3143,Uwięzieni,TJ Newman,NA,Kryminał,nan
